"","imdb_id","title","genres","release_date","release_year","release_month","country","production_companies","budget","revenue","duration","actors","director","main_country"
"4304",105256,"Rich in Love (1993)","Drama",1993-03-05,"1993","3","United States","Metro-Goldwyn-Mayer (MGM);The Zanuck Company;MGM-Pathé Communications Co.",1.8e+07,140434,105,"Albert Finney;Jill Clayburgh;Kathryn Erbe;Kyle MacLachlan;Piper Laurie;Ethan Hawke;Suzy Amis;Alfre Woodard;Leon Pridgen;Dave Hager;Ramona Ward;Wayne Dehart;D.L. Anderson;Jennifer Banco;Anthony Burke;Terry Park;Stephanie Legette;Janell McLeod","Bruce Beresford","United States"
"4305",1129445,"Amelia (2009)","Drama",2009-10-23,"2009","10","United StatesCanada","Searchlight Pictures;Avalon Pictures;AE Electra Productions",4e+07,3904047,111,"Hilary Swank;Richard Gere;Ewan McGregor;Christopher Eccleston;Joe Anderson;Cherry Jones;Mia Wasikowska;Aaron Abrams;Dylan Roberts;Scott Yaphe;Tom Fairfoot;Ryann Shane;William Cuddy;Elizabeth Shepherd;Richard Donat;Scott Anderson;Sarah Kitz;Keelin Jack","Mira Nair","United States"
"4314",1161418,"Gentlemen Broncos (2009)","Comedy",2010-05-27,"2010","5","United States","Bronco Productions;Rip Cord Productions",1e+07,11502,89,"Michael Angarano;Jemaine Clement;Mike White;John Baker;Robin Ballard;Steve Berg;Kristin Brewer;Kristie Conway;Jennifer Coolidge;Rod Decker;Isaac Demke;Halley Feiffer;Johnny Hoops;Héctor Jiménez;Jizelle Jade;Daniel Love;Suzanne May;Edgar Oliver","Jared Hess","United States"
"4318",196106,"MVP: Most Valuable Primate (2000)","Comedy",2000-10-20,"2000","10","CanadaUnited States","Keystone Family Pictures;Film Incentive B.C.;Canadian Film or Video Production Tax Credit (CPTC)",4500000,99518,93,"Bernie;Louie;Mac;Russell Ferrier;Lomax Study;Kevin Zegers;Jamie Renée Smith;Alexa Fox;Jane Sowerby;Ingrid Tesch;Philip Granger;Rick Ducommun;Aaron Smolinski;Shane Vajda;Trevor Roberts;Ray Galletti;Myles Ferguson;Stanley Katz","Robert Vince","Canada"
"4320",188160,"Price of Glory (2000)","Drama",2000-03-31,"2000","3","United States","New Line Cinema;Esparza / Katz Productions;Arthur E. Friedman Productions",1.8e+07,1611833,118,"Jimmy Smits;Maria del Mar;Jon Seda;Clifton Collins Jr.;Ernesto Hernández;Ron Perlman;Louis Mandylor;Sal Lopez;Danielle Camastra;Paul Rodriguez;Ulysses Cuadra;Mario Esquivel;Gilbert Leal;Muni Zano;Jack Rader;Carlos Palomino;Matt Cedeño;Irene DeBari","Carlos Avila","United States"
"4326",929632,"Precious (2009)","Drama",2009-11-20,"2009","11","United States","Lionsgate;Lee Daniels Entertainment;Smokewood Entertainment Group",1e+07,1872458,110,"Gabourey Sidibe;Mo'Nique;Paula Patton;Mariah Carey;Sherri Shepherd;Lenny Kravitz;Stephanie Andujar;Chyna Layne;Amina Robinson;Xosha Roquemore;Angelic Zambrana;Aunt Dot;Nealla Gordon;Grace Hightower;Barret Helms;Kimberly Russell;Bill Sage;Susan Taylor","Lee Daniels","United States"
"4334",878804,"Blind Side, The  (2009)","Drama",2009-11-20,"2009","11","United States","Alcon Entertainment;3 Arts Entertainment;Left Tackle Pictures",2.9e+07,34119372,129,"Quinton Aaron;Sandra Bullock;Tim McGraw;Jae Head;Lily Collins;Ray McKinnon;Kim Dickens;Adriane Lenox;Kathy Bates;Catherine Dyer;Andy Stahl;Tom Nowicki;Libby Whittemore;Brian Hollan;Melody Weintraub;Sharon Conley;Omar J. Dorsey;Paul Amadi","John Lee Hancock","United States"
"4335",1247692,"Shrink (2009)","Drama",2009-08-06,"2009","8","United States","Roadside Attractions;Ignite Entertainment;Ithaka Entertainment",5100000,16443,104,"Kevin Spacey;Mark Webber;Keke Palmer;Joe Nunez;Sierra Aylina McClain;Ada Luz Pla;Saffron Burrows;Jack Huston;Pell James;Mei Melançon;Dallas Roberts;Andrew Sibner;Troy Metcalf;Kendall Clement;Jesse Plemons;Braxton Pope;Robert Loggia;Clayton Rohner","Jonas Pate","United States"
"4336",976238,"Old Dogs (2009)","Comedy",2009-11-25,"2009","11","United States","Walt Disney Pictures;Tapestry Films",3.5e+07,16894511,88,"Robin Williams;John Travolta;Seth Green;Kelly Preston;Conner Rayburn;Ella Bleu Travolta;Lori Loughlin;Bernie Mac;Matt Dillon;Ann-Margret;Rita Wilson;Amy Sedaris;Residente;Sab Shimono;Kevin Yamada;Kevin Dean-Hackett;Laura Allen;Sam Travolta","Walt Becker","United States"
"4338",1175506,"Me and Orson Welles (2008)","Drama",2009-12-18,"2009","12","United KingdomIsle of ManUnited States","CinemaNX;Isle of Man Film;Framestore",2.5e+07,63638,114,"Zac Efron;Claire Danes;Christian McKay;Zoe Kazan;Megan Maczko;Simon Lee Phillips;Patrick Kennedy;Shane James Bordas;Alessandro Giuggioli;Harry Macqueen;Rhodri Orders;James Tupper;Thomas Arnold;Aidan McArdle;Simon Nehan;Daniel Tuite;Iain McKee;Michael J. McEvoy","Richard Linklater","United Kingdom"
"4339",1087527,"Trucker (2008)","Drama",2008-04-24,"2008","4","United States","Plum Pictures;Hanson Allen Films;Hart-Lunsford Pictures",2e+06,9458,90,"Michelle Monaghan;Nathan Fillion;Benjamin Bratt;Joey Lauren Adams;Jimmy Bennett;Bryce Johnson;Brandon Hanson;Maya McLaughlin;Ricky Ellison;Matthew Lawrence;Johnny Simmons;Stephen Sowan;Dennis Hayden;Mika Boorem;Franklin Dennis Jones;Amad Jackson;Jay Xcala;Sadey Paige Nifong","James Mottern","United States"
"4340",1315981,"Single Man, A (2009)","Drama",2010-02-05,"2010","2","United States","Fade to Black Productions;Depth of Field;Artina Films",7e+06,217332,99,"Colin Firth;Julianne Moore;Matthew Goode;Nicholas Hoult;Jon Kortajarena;Paulette Lamori;Ryan Simpkins;Ginnifer Goodwin;Teddy Sears;Paul Butler;Aaron Sanders;Aline Weber;Keri Lynn Pratt;Jenna Gavigan;Alicia Carr;Lee Pace;Adam Shapiro;Marlene Martinez","Tom Ford","United States"
"4342",1057500,"Invictus (2009)","Drama",2009-12-11,"2009","12","United States","Warner Bros.;Spyglass Entertainment;Revelations Entertainment",6e+07,8611147,134,"Morgan Freeman;Matt Damon;Tony Kgoroge;Patrick Mofokeng;Matt Stern;Julian Lewis Jones;Adjoa Andoh;Marguerite Wheatley;Leleti Khumalo;Patrick Lyster;Penny Downie;Sibongile Nojila;Bonnie Mbuli;Shakes Myeko;Louis Minnaar;Danny Keogh;Dan Robbertse;Robin Smith","Clint Eastwood","United States"
"4344",780511,"Everybody's Fine (2009)","Drama",2009-12-04,"2009","12","United States","Miramax;Radar Pictures;Hollywood Gang Productions",2.1e+07,3852068,100,"Robert De Niro;Kate Beckinsale;Sam Rockwell;Drew Barrymore;Lucian Maisel;Damian Young;James Frain;Melissa Leo;Kate Moennig;Brendan Sexton III;James Murtaugh;Austin Lysy;Chandler Frantz;Lily Mo Sheen;Seamus Davey-Fitzpatrick;Mackenzie Milone;Kene Holiday;E.J. Carroll","Kirk Jones","United States"
"4353",824758,"Last Station, The (2009)","Drama",2010-02-26,"2010","2","GermanyUnited KingdomRussia","Egoli Tossell Pictures;Zephyr Films;Egoli Tossell Film Halle",1.8e+07,73723,112,"Helen Mirren;James McAvoy;Christopher Plummer;Paul Giamatti;John Sessions;Patrick Kennedy;Kerry Condon;Anne-Marie Duff;Tomas Spencer;Christian Gaul;Wolfgang Häntsch;David Masterson;Anastasia Tolstoy;Maximilian Gärtner;Nenad Lucic","Michael Hoffman","Germany"
"4355",443506,"Film Geek (2005)","Comedy",2005-01-28,"2005","1","United States","Parkwood East Productions;The Portland Narrative Project",10000,5415,78,"Melik Malkasian;Ritah Parrish;John Breen;Dennis Adkins;Tara Walker;Taylor Nida;Daphne Carver;Kristen Torrianni;Michelle Garner;Michael Ramirez;Jack Ryan;Kim Hill;Tyler Gannon;Leslie Taylor;Tony St. Clair;Andrew Harris;Ezra Claytan Daniels;Matt Mitchum","James Westby","United States"
"4367",974613,"Other Man, The (2008)","Drama",2009-05-27,"2009","5","United KingdomUnited States","Rainmark Films",1.5e+07,51909,88,"Liam Neeson;Antonio Banderas;Laura Linney;Romola Garai;Abigail Canton;Pam Ferris;Paterson Joseph;Craig Parkinson;Lola Peploe;Sophie Wu;Richard Graham;Lisa McDonald;Emma Fielding;Paul Ritter;Amanda Drew;Guido Adorni;Romolo Bruni;Stefano Chiodaroli","Richard Eyre","United Kingdom"
"4369",1187044,"Maid, The (Nana, La) (2009)","Drama",2011-03-11,"2011","3","ChileMexico","Forastero;Diroriro;Film Tank",430000,17036,95,"Catalina Saavedra;Claudia Celedón;Mariana Loyola;Andrea García-Huidobro;Alejandro Goic;Agustín Silva;Anita Reeves;Mercedes Villanueva;Delfina Guzmán;Andreína Olivarí;Juan Pablo Larenas;Luis Dubó;Luis Wigdorsky;Gloria Canales;Sebastián La Rivera;Darok Orellana;Luis Muñoz;Claudia Hidalgo","Sebastián Silva","Chile"
"4370",1244659,"Extraordinary Measures (2010)","Drama",2010-01-22,"2010","1","United States","CBS Films;Double Feature Films",3.1e+07,6012594,106,"Brendan Fraser;Keri Russell;Harrison Ford;Meredith Droeger;Diego Velazquez;Sam M. Hall;Jared Harris;Patrick Bauchau;Alan Ruck;David Clennon;Dee Wallace;Courtney B. Vance;Ayanna Berkshire;P.J. Byrne;Andrea White;G.J. Echternkamp;Vu Pham;Derek Webster","Tom Vaughan","United States"
"4373",95958,"Rampage (1987)","Thriller",1992-10-30,"1992","10","United States","De Laurentiis Entertainment Group (DEG)",7500000,322500,97,"Michael Biehn;Alex McArthur;Nicholas Campbell;Deborah Van Valkenburgh;John Harkins;Art LaFleur;Billy Green Bush;Royce D. Applegate;Grace Zabriskie;Carlos Palomino;Roy London;Donald Hotton;Andy Romano;Patrick Cronin;Roger Nolan;Rosalyn Marshall;Whit Hertford;David A. Kimball","William Friedkin","United States"
"4375",1230155,"Nobody (2009)","Comedy",2009-10-01,"2009","10","United States","Cider Mill Pictures;Lindeman Pictures",1e+06,1336,88,"Sam Rosen;Mark Margolis;Helena Mattsson;Beth Riesgraf;Bonnie Somerville;Lindsey Broad;Ryan Lindberg;Nathan Shrake;Tyler Jensen;Emily Gunyou Halaas;Alec George;Patrick Thomas O'Brien;Ron Garcia;Philip Pavel;Mandi Tollefson;Mark Campbell;KariAnn Christensen;Max Hauser","Rob Perez","United States"
"4377",1232776,"Fish Tank (2009)","Drama",2009-09-11,"2009","9","NetherlandsUnited Kingdom","BBC Films;UK Film Council;Limelight Communication",3e+06,25854,123,"Katie Jarvis;Michael Fassbender;Kierston Wareing;Rebecca Griffiths;Carrie-Ann Savill;Toyin Ogidi;Grant Wild;Sarah Bayes;Charlotte Collins;Kirsty Smith;Chelsea Chase;Brooke Hobby;Harry Treadaway;Syrus;Alan Francis;Ben Francis;Jack Gordon;Jason Maza","Andrea Arnold","Netherlands"
"4389",1210039,"Blood Done Sign My Name (2010)","Drama",2010-02-19,"2010","2","United States","Real Folk Productions",1e+07,82739,128,"Susan Walters;Natalie Alyn Lind;Michael Rooker;Lee Norris;Emily Alyn Lind;Milauna Jackson;Nick Searcy;Ricky Schroder;Omar Benson Miller;Gattlin Griffith;Lela Rochon;E. Roger Mitchell;Gregory Alan Williams;Nate Parker;Mike Pniewski;Christine Horn;Cullen Moss;Addy Miller","Jeb Stuart","United States"
"4391",1220220,"Motherhood (2009)","Comedy",2009-08-28,"2009","8","United States","John Wells Productions;Killer Films;iDeal Partners Film Fund",5e+06,50081,90,"Uma Thurman;Anthony Edwards;Minnie Driver;David Schallipp;Matthew Schallipp;Daisy Tahan;Alice Drummond;Stephanie Szostak;Celina Vignaud;Dale Soules;James Lecesne;Marceline Hugot;Victor Colicchio;Brian Tarantina;Kerry Bishé;Betsy Aidem;Neal Huff;Orlagh Cassidy","Katherine Dieckmann","United States"
"4395",1232790,"Of Time and the City (2008)","Documentary",2008-10-31,"2008","10","United Kingdom","Hurricane Films;Northwest Vision and Media;Digital Departures",5e+05,5595,74,"Terence Davies;George Harrison;Jack Hawkins;John Lennon;Paul McCartney;Queen Elizabeth II;Queen Elizabeth the Queen Mother;Ringo Starr","Terence Davies","United Kingdom"
"4403",815236,"She's Out of My League (2010)","Comedy",2010-03-12,"2010","3","United States","Dreamworks Pictures;Mosaic",2e+07,9775278,104,"Jay Baruchel;Alice Eve;T.J. Miller;Mike Vogel;Nate Torrence;Lindsay Sloane;Kyle Bornheimer;Jessica St. Clair;Krysten Ritter;Debra Jo Rupp;Adam LeFevre;Kim Shaw;Jasika Nicole;Geoff Stults;Hayes MacArthur;Andy Daly;Sharon Maughan;Trevor Eve","Jim Field Smith","United States"
"4407",107863,"Posse (1993)","Western",1993-05-14,"1993","5","United KingdomUnited StatesNetherlands","PolyGram Filmed Entertainment;Working Title Films",1e+07,5311902,111,"Mario Van Peebles;Stephen Baldwin;Charles Lane;Paul Bartel;James Bigwood;Mark Buntzman;Ismael Calderon;Stephen J. Cannell;Tracy Lee Chavis;Blair Underwood;James E. Christopher;Lawrence Cook;Richard Edson;Richard Gant;Pam Grier;Clabe Hartley;Isaac Hayes;Robert Hooks","Mario Van Peebles","United Kingdom"
"4408",1134854,"Survival of the Dead (2009)","Horror",2010-05-06,"2010","5","United StatesCanada","Blank of the Dead Productions;Devonshire Productions;New Romero",4e+06,43757,90,"Alan Van Sprang;Kenneth Welsh;Kathleen Munroe;Joshua Peace;Hardee T. Lineham;Dru Viergever;Eric Woolfe;Shawn Roberts;Scott Wentworth;Amy Lalonde;Michelle Morgan;Joshua Close;Mitch Risman;Julian Richings;Wayne Robson;John Healy;Philippa Domville;Kristina Miller","George A. Romero","United States"
"4409",1305583,"Our Family Wedding (2010)","Comedy",2010-03-12,"2010","3","United States","Searchlight Pictures;Sneak Preview Entertainment;Dune Entertainment",1.4e+07,7629862,103,"America Ferrera;Forest Whitaker;Carlos Mencia;Regina King;Lance Gross;Diana Maria Riva;Lupe Ontiveros;Anjelah Johnson-Reyes;Charlie Murphy;Shannyn Sossamon;Tonita Castro;Anna Maria Horsford;Warren Sapp;Shondrella Avery;Sterling Ardrey;Skylan Brooks;Castulo Guerra;Joseph Mencia","Rick Famuyiwa","United States"
"4431",783515,"Education of Charlie Banks, The (2007)","Drama",2007-04-27,"2007","4","United States","Charlie Banks;Myriad Pictures;Straight Up Films",5e+06,8538,100,"Jesse Eisenberg;Jason Ritter;Eva Amurri;Christopher Rodriguez Marquette;Sebastian Stan;Gloria Votsis;Alex Guarino;Danny A. Abeckaser;Jason Anthony;Declan Baldwin;Emily Camara Boisseau;Dennis Boutsikaris;Miles Chandler;Jessica Conlan;Sam Daly;William DeCoff;Hunter Gallagher;Steven Hinkle","Fred Durst","United States"
"4432",1321509,"Death at a Funeral (2010)","Comedy",2010-04-16,"2010","4","United States","Screen Gems;Sidney Kimmel Entertainment;Wonderful Films",2.1e+07,16217540,92,"Chris Rock;Martin Lawrence;Keith David;Loretta Devine;Peter Dinklage;Ron Glass;Danny Glover;Regina Hall;Kevin Hart;James Marsden;Tracy Morgan;Zoe Saldana;Columbus Short;Luke Wilson;Regine Nehy;Bob Minor;Alexander Folk;Leslie Rivers","Neil LaBute","United States"
"4442",1392197,"Marmaduke (2010)","Comedy",2010-06-04,"2010","6","United States","Twentieth Century Fox;New Regency Productions;Davis Entertainment",5e+07,11599661,99,"Owen Wilson;Judy Greer;Lee Pace;Emma Stone;George Lopez;Christopher Mintz-Plasse;Steve Coogan;Fergie;Kiefer Sutherland;Damon Wayans Jr.;Marlon Wayans;Sam Elliott;Caroline Sunshine;Finley Jacobsen;Mandy Haines;Milana Haines;David Walliams;William H. Macy","Tom Dey","United States"
"4445",808285,"Good Heart, The (2009)","Drama",2010-03-17,"2010","3","IcelandDenmarkUnited StatesFranceGermany","Ex Nihilo;Forensic Films;Nimbus Film Productions",3800000,5955,99,"Paul Dano;Brian Cox;Bill Buell;Boði;Susan Blommaert;Alice Olivia Clarke;Sonnie Brown;Stephen McKinley Henderson;Seth Sharp;David Moss;Dale A. Smith;Michelle J. Nelson;Henry Yuk;Ed Wheeler;Clark Middleton;Stephanie Szostak;Edmund Lyndeck;Nicolas Bro","Dagur Kári","Iceland"
"4449",1379177,"Disappearance of Alice Creed, The (2009)","Thriller",2010-04-30,"2010","4","United Kingdom","CinemaNX;Isle of Man Film",8e+05,40258,100,"Gemma Arterton;Eddie Marsan;Martin Compston","J Blakeson","United Kingdom"
"4458",1226229,"Get Him to the Greek (2010)","Comedy",2010-06-04,"2010","6","United States","Universal Pictures;Relativity Media;Spyglass Entertainment",4e+07,17570955,109,"Jonah Hill;Russell Brand;Elisabeth Moss;Rose Byrne;Tyler McKinney;Zoe Salmon;Lino Facioli;Eric Marshall;Lars Ulrich;Mario Lopez;Pink;Billy Bush;Kurt Loder;Christina Aguilera;Colm Meaney;Ray Siegle;Chad Cleven;Jonathan Chris Lopez","Nicholas Stoller","United States"
"4472",1191111,"Enter the Void (2009)","Drama",2010-05-05,"2010","5","FranceGermanyItalyCanadaJapan","Fidélité Films;Wild Bunch;BUF",1.6e+07,43651,161,"Nathaniel Brown;Paz de la Huerta;Cyril Roy;Olly Alexander;Masato Tanno;Ed Spear;Emily Alyn Lind;Jesse Kuhn;Nobu Imai;Sakiko Fukuhara;Janice Béliveau-Sicotte;Sara Stockbridge;Stuart Miller;Emi Takeuchi;Rumiko Kimishima;Akira Kuzuki;Sayuki Nakamura;Kaori Nakamura","Gaspar Noé","France"
"4473",770814,"Tennessee (2008)","Drama",2008-04-26,"2008","4","United States","Lee Daniels Entertainment;Smokewood Entertainment Group",4e+06,9438,99,"Adam Rothenberg;Ethan Peck;Mariah Carey;Lance Reddick;Ryan Lynn;Michele Harris;Bill Sage;Melissa Benoist;Michele Ammon;Christopher Andrews;Jerry Biggs;Ellie Braverman;Donna Brazier;Forrest Broadley;Chris Browning;Lawrence Bull Jr.;Camryn;Harp Corrigan","Aaron Woodley","United States"
"4478",1375670,"Grown Ups (2010)","Comedy",2010-06-25,"2010","6","United States","Columbia Pictures;Relativity Media;Happy Madison Productions",8e+07,40506562,102,"Adam Sandler;Salma Hayek;Kevin James;Chris Rock;David Spade;Rob Schneider;Maria Bello;Maya Rudolph;Joyce Van Patten;Ebony Jo-Ann;Di Quon;Steve Buscemi;Colin Quinn;Tim Meadows;Madison Riley;Jamie Chung;Ashley Loren;Jake Goldberg","Dennis Dugan","United States"
"4485",1001540,"Perestroika (2009)","Drama",2009-03-20,"2009","3","United StatesRussia","Artphile;REF Productions",2e+06,3532,97,"Sam Robards;Ally Sheedy;F. Murray Abraham;Oksana Stashenko;Jicky Schnee;Mariya Andreeva;Andrey Sergeev;Valeriy Afanasev;Anatoliy Goryachev;Aleksandr Pozharov;Stanislav Belyaev;Viktor Cherepanov;Mikhail Rayvicher;Stepan Lapshin;Viktor Udochkin;Elena Vassina;Ekaterina Kuzminskaya;Alexander Alaev","Slava Tsukerman","United States"
"4487",427152,"Dinner for Schmucks (2010)","Comedy",2010-07-30,"2010","7","United States","Paramount Pictures;Dreamworks Pictures;Spyglass Entertainment",6.9e+07,23527839,114,"Steve Carell;Paul Rudd;Stephanie Szostak;Zach Galifianakis;Jemaine Clement;Lucy Punch;Bruce Greenwood;David Walliams;Ron Livingston;Larry Wilmore;Kristen Schaal;P.J. Byrne;Andrea Savage;Nick Kroll;Randall Park;Lucy Davenport;Chris O'Dowd;Jeff Dunham","Jay Roach","United States"
"4488",1484522,"8: The Mormon Proposition (2010)","Documentary",2010-01-24,"2010","1","United States","David v. Goliath Films",2500000,42566,80,"Spencer Jones;Tyler Barrick;Dustin Lance Black;Linda Williams Stay;Kate Kendell;David Melson;Dennis Herrera;Fred Karger;Carol Lynn Pearson;Emily Pearson;Gavin Newsom;Mike Nelson;Chip White;George Cole;Rocky Anderson;Kathryn White;Barry Lynn;Liz Towne","Reed Cowan;Steven Greenstreet(co-director)","United States"
"4496",1294161,"Exploding Girl, The (2009)","Drama",2010-05-06,"2010","5","United States","Soandbrad;Parts and Labor;MBS Productions",40000,5910,79,"Zoe Kazan;Mark Rendall;Maryann Urbano;Hunter Canning;Margot Ruth Tenenbaum;Genevieve T. Eisner;Nichael Alexander Eisner;Caseyarnoux Charlot;Franklin Pipp;Kay Goldberg;Buddy Love;Caroline Elaine;Steve Arriaga;Belinda Atchinson;Jordan Scovel;Krista Carter;Kayla De Pena;Charlie Dibe","Bradley Rust Gray","United States"
"4504",1183672,"Girl on the Train, The (La fille du RER) (2009)","Drama",2009-03-18,"2009","3","France","Union Générale Cinématographique (UGC);SBS Films;France 2 Cinéma",9e+06,19154,97,"Émilie Dequenne;Catherine Deneuve;Michel Blanc;Mathieu Demy;Ronit Elkabetz;Nicolas Duvauchelle;Jérémie Quaegebeur;Djibril Pavadé;Alain Cauchi;Amer Alwan;Mélaine Leconte;Raphaëline Goupilleau;Arnaud Valois;Bruno Mary;Jessica Borio;Benoît Solès;Shoshana Lok;Bertrand Soulier","André Téchiné","France"
"4508",903943,"End of Poverty, The (2008)","Documentary",2009-12-16,"2009","12","United States","Cinema Libre Studio;The Robert Schalkenbach Foundation",1e+06,12593,106,"Martin Sheen;Amartya Sen;John Perkins;Eric Toussaint;Edgardo Lander;H.W.O. Okoth-Ogendo;Miriam Campos;Mashengu wa Mwachofi;Maria Luisa Mendoca;Jaime De Amorim;William Easterly;Michael Watts;Álvaro García Linera;Nora Castaneda;Joao Pedro Stedile;Serge Latouche;Kipruto Arap Kirwa;Clifford Cobb","Philippe Diaz","United States"
"4512",1666186,"Vampires Suck (2010)","Comedy",2010-08-18,"2010","8","United States","New Regency Productions;Road Rebel",2e+07,12202831,82,"Jenn Proske;Matt Lanter;Diedrich Bader;Chris Riggi;Ken Jeong;Anneliese van der Pol;David DeLuise;Kelsey Ledgin;David Foley;Jeff Witzke;Crista Flanagan;Nick Eversman;Zane Holtz;Stephanie Fischer;Michael Hanson;Jun Hee Lee;Arielle Kebbel;B.J. Britt","Jason Friedberg;Aaron Seltzer","United States"
"4514",1328913,"Preacher's Kid (2010)","Drama",2010-01-29,"2010","1","United States","Crown of Life Ministries;Epidemic Pictures;Gener8Xion Entertainment",7e+06,190638,110,"LeToya Luckett;Durrell 'Tank' Babbs;Tammy Townsend;Carlos Davis;Andre Butler;Nadiyah Hollis;Javen Campbell;Clayton English;Kelly Finley;Ella Joyce;RaéVen Kelly;Dawnn Lewis;Gavin Luckett;King Kedar;Deetta West;Mari White;Gregory Alan Williams;Frank Brennan","Stan Foster","United States"
